time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-19T17:47:27.980Z,38.2985,-121.875,19.81,2.62,md,69,68,0.07769,0.2,nc,nc73087176,2018-09-19T22:17:02.556Z,"6km SSE of Elmira, CA",earthquake,0.3,0.27,0.239,69,reviewed,nc,nc
2018-09-19T16:17:42.840Z,34.0115,-118.9523333,15.65,2.92,ml,63,56,0.05766,0.2,ci,ci37360530,2018-10-23T16:14:11.434Z,"13km W of Malibu, CA",earthquake,0.22,0.29,0.148,167,reviewed,ci,ci
2018-09-19T07:28:24.880Z,40.5963333,-124.07,18.06,2.67,md,23,96,0.05825,0.13,nc,nc73087041,2018-09-19T18:02:03.389Z,"6km NNE of Hydesville, CA",earthquake,0.3,0.42,0.166,48,reviewed,nc,nc
2018-09-19T05:15:16.000Z,35.8444,-97.3384,4.48,3,ml,,17,,0.14,us,us2000hgzj,2018-11-27T15:51:59.040Z,"8km ESE of Guthrie, Oklahoma",earthquake,0.9,5.3,,,reviewed,ok,ok
2018-09-18T21:00:02.660Z,36.8861,-104.8365,6.32,2.5,mb_lg,,68,0.086,0.22,us,us2000hiu0,2018-11-27T15:52:02.040Z,"35km W of Raton, New Mexico",earthquake,1.9,3.8,0.128,26,reviewed,us,us
2018-09-18T09:22:31.190Z,42.5869,-111.1523,6.23,3.3,ml,,53,0.182,0.61,us,us2000hgat,2018-11-27T15:51:58.040Z,"23km SW of Afton, Wyoming",earthquake,1.6,6.3,0.036,104,reviewed,us,us
2018-09-18T04:05:27.230Z,32.2646667,-115.2536667,19.84,2.57,ml,21,89,0.1552,0.18,ci,ci38064207,2018-09-18T19:43:32.243Z,"9km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,0.3,0.43,0.184,40,reviewed,ci,ci
2018-09-18T01:07:03.500Z,32.3201667,-115.2208333,25.99,3.08,ml,26,193,0.122,0.35,ci,ci38064031,2018-11-27T15:51:58.040Z,"5km SW of Delta, B.C., MX",earthquake,0.91,1.22,0.165,152,reviewed,ci,ci
2018-09-18T01:06:36.810Z,32.3281667,-115.2208333,26.54,2.64,ml,20,142,0.1156,0.26,ci,ci38064023,2018-10-23T15:57:33.964Z,"4km SW of Delta, B.C., MX",earthquake,0.77,1.35,0.188,15,reviewed,ci,ci
2018-09-18T00:41:24.810Z,32.4066667,-115.251,3.44,2.81,ml,29,113,0.04743,0.36,ci,ci38064007,2018-10-23T16:20:05.070Z,"8km NW of Delta, B.C., MX",earthquake,0.67,0.49,0.149,78,reviewed,ci,ci
2018-09-17T20:26:36.200Z,36.4551,-98.7674,8.163,2.7,ml,,40,,0.65,us,us2000hg29,2018-11-27T15:51:58.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.6,8.1,,,reviewed,ok,ok
2018-09-17T20:10:35.230Z,43.894,-105.3789,0,3.1,ml,,88,0.995,0.78,us,us2000hjr0,2018-11-27T15:52:04.040Z,"Wyoming",mining explosion,6.1,1.7,0.051,50,reviewed,us,us
2018-09-17T16:05:25.110Z,44.0152,-105.3225,0,3.1,ml,,106,0.933,0.55,us,us2000hfxh,2018-11-27T15:51:57.040Z,"Wyoming",mining explosion,3.9,1.8,0.066,30,reviewed,us,us
2018-09-17T14:10:07.460Z,37.6556667,-118.9411667,1.63,2.69,md,36,48,0.01042,0.06,nc,nc73085320,2018-09-18T05:30:32.593Z,"4km ENE of Mammoth Lakes, CA",earthquake,0.2,0.32,0.151,31,reviewed,nc,nc
2018-09-17T00:08:26.690Z,45.1358333,-122.9721667,40.89,2.83,ml,45,30,0.1447,0.24,uw,uw61419862,2018-11-27T15:51:56.040Z,"6km WNW of Gervais, Oregon",earthquake,0.31,0.38,0.183,25,reviewed,uw,uw
2018-09-16T22:41:37.640Z,40.3393333,-124.6913333,25.38,2.61,md,42,229,0.3025,0.23,nc,nc73085095,2018-09-18T02:32:01.975Z,"34km W of Petrolia, CA",earthquake,0.71,2.93,0.168,32,reviewed,nc,nc
2018-09-16T22:31:03.610Z,31.3166,-103.0986,2.03,2.6,mb_lg,,46,0.289,0.4,us,us2000hflc,2018-11-21T18:19:13.040Z,"36km SSW of Monahans, Texas",earthquake,1.3,6.7,0.114,20,reviewed,us,us
2018-09-16T22:04:11.430Z,36.8373333,-121.571,6.2,2.5,md,60,37,0.02636,0.11,nc,nc73085075,2018-09-17T23:25:03.617Z,"3km WSW of San Juan Bautista, CA",earthquake,0.15,0.33,0.143,92,reviewed,nc,nc
2018-09-16T20:42:59.480Z,40.5085,-124.8653333,23.56,2.62,md,34,267,0.4039,0.23,nc,nc73085050,2018-09-21T07:21:03.444Z,"51km W of Ferndale, CA",earthquake,2.75,15.9,0.283,27,reviewed,nc,nc
2018-09-16T17:37:36.000Z,35.9606,-97.2316,5.466,2.6,ml,,20,,0.16,us,us2000hfhx,2018-11-21T18:19:13.040Z,"2km NE of Langston, Oklahoma",earthquake,0.9,2.9,,,reviewed,ok,ok
2018-09-16T16:56:32.930Z,32.8688,-100.9073,5,2.8,mb_lg,,40,0.021,0.21,us,us2000hfht,2018-11-21T18:19:13.040Z,"16km N of Snyder, Texas",earthquake,3.2,2,0.074,72,reviewed,us,us
2018-09-16T15:34:22.770Z,44.4278,-114.1085,5,2.8,ml,,81,0.892,0.75,us,us2000hfhg,2018-11-21T18:19:07.040Z,"13km SE of Challis, Idaho",earthquake,3,2,0.049,54,reviewed,us,us
2018-09-16T14:09:20.120Z,40.458,-124.5231667,22.7,2.56,md,27,243,0.1427,0.1,nc,nc73085005,2018-09-21T06:44:03.242Z,"25km NW of Petrolia, CA",earthquake,0.83,0.66,0.315,29,reviewed,nc,nc
2018-09-16T11:37:30.730Z,33.2591667,-116.7586667,13.52,2.98,ml,136,13,0.02312,0.21,ci,ci38061959,2018-11-21T18:19:12.040Z,"2km NNE of Lake Henshaw, CA",earthquake,0.11,0.3,0.143,207,reviewed,ci,ci
2018-09-16T09:39:35.900Z,35.4905,-118.3456667,3.14,2.7,ml,48,44,0.1737,0.14,ci,ci38061911,2018-10-23T16:14:55.759Z,"17km SE of Bodfish, CA",earthquake,0.13,0.51,0.135,142,reviewed,ci,ci
2018-09-16T01:58:58.200Z,36.4602,-96.8763,3.443,2.6,ml,,54,,0.45,us,us2000hfbv,2018-11-21T18:19:12.040Z,"15km NNW of Pawnee, Oklahoma",earthquake,1.8,2.4,,,reviewed,ok,ok
2018-09-16T01:24:10.400Z,36.1365,-97.6177,5,2.8,ml,,26,,0.33,us,us2000hfbh,2018-11-21T18:19:12.040Z,"20km N of Crescent, Oklahoma",earthquake,1.1,4.8,,,reviewed,ok,ok
2018-09-15T19:16:29.890Z,43.5495,-105.3593,0,3.3,ml,,103,1.115,0.67,us,us2000hf8a,2018-11-21T18:19:12.040Z,"Wyoming",mining explosion,8.3,1.7,0.085,34,reviewed,us,us
2018-09-15T13:27:58.810Z,37.3761667,-112.3953333,9.13,2.51,ml,17,108,0.09529,0.2,uu,uu60296662,2018-11-21T18:19:13.040Z,"38km NNE of Kanab, Utah",earthquake,0.48,0.7,0.072,6,reviewed,uu,uu
2018-09-14T23:12:06.290Z,33.1896667,-115.9488333,4.15,2.78,ml,79,44,0.09538,0.22,ci,ci38060799,2018-10-23T16:37:18.922Z,"12km S of Salton City, CA",earthquake,0.15,0.69,0.135,119,reviewed,ci,ci
2018-09-14T22:48:19.910Z,45.005,-106.9227,0,2.5,ml,,101,1.665,1.4,us,us2000hi8s,2018-11-21T18:19:16.040Z,"eastern Montana",mining explosion,3.8,1.9,0.062,34,reviewed,us,us
2018-09-14T20:01:21.430Z,43.8029,-105.1944,0,2.9,ml,,116,0.895,1.49,us,us2000hi8r,2018-11-21T18:19:16.040Z,"24km E of Wright, Wyoming",mining explosion,8.4,1.5,0.057,40,reviewed,us,us
2018-09-14T16:13:02.700Z,43.8776,-105.5534,0,3.3,ml,,60,1.121,1.13,us,us2000hepk,2018-11-21T18:19:11.040Z,"Wyoming",mining explosion,6.6,1.9,0.059,52,reviewed,us,us
2018-09-14T08:30:47.240Z,31.34,-103.4947,2.31,2.6,mb_lg,,60,0.319,0.33,us,us2000hejd,2018-11-21T18:19:11.040Z,"9km S of Pecos, Texas",earthquake,3.4,6.2,0.114,26,reviewed,us,us
2018-09-14T03:15:20.300Z,36.4748333,-89.467,4.71,2.64,md,44,49,0.05907,0.1,nm,nm60240516,2018-11-21T18:19:11.040Z,"10km N of Tiptonville, Tennessee",earthquake,0.16,0.23,0.06,34,reviewed,nm,nm
2018-09-14T01:55:01.960Z,36.475,-89.4661667,4.82,2.74,md,46,35,0.05917,0.1,nm,nm60240506,2018-11-21T18:19:11.040Z,"10km N of Tiptonville, Tennessee",earthquake,0.19,0.27,0.124,50,reviewed,nm,nm
2018-09-13T21:35:49.200Z,36.9856,-97.4963,5.913,2.6,ml,,66,,0.34,us,us2000he85,2018-11-21T18:19:07.040Z,"11km ESE of Caldwell, Kansas",earthquake,2,5.5,,,reviewed,ok,ok
2018-09-13T21:14:52.300Z,36.9778,-97.4956,5.015,2.7,ml,,89,,0.51,us,us2000he6r,2018-11-21T18:19:07.040Z,"11km ESE of Caldwell, Kansas",earthquake,0.9,2.3,,,reviewed,ok,ok
2018-09-13T21:07:56.600Z,36.2195,-98.9256,3.219,2.5,ml,,64,,0.69,us,us2000he6j,2018-11-21T18:19:10.040Z,"20km N of Taloga, Oklahoma",earthquake,2.5,6,,,reviewed,ok,ok
2018-09-13T20:43:10.910Z,44.9825,-106.7733,0,3,ml,,100,1.749,0.49,us,us2000he5k,2018-11-21T18:19:10.040Z,"Wyoming",mining explosion,2.9,1.6,0.062,34,reviewed,us,us
2018-09-13T19:16:31.160Z,36.5665,-121.159,2.89,2.87,md,64,44,0.02188,0.07,nc,nc73084010,2018-09-14T17:45:12.348Z,"4km NNW of Pinnacles, CA",earthquake,0.11,0.23,0.225,86,reviewed,nc,nc
2018-09-13T18:30:50.000Z,36.8261,-98.4513,3.145,3,ml,,97,,0.16,us,us2000he3c,2018-11-21T18:19:10.040Z,"11km NW of Cherokee, Oklahoma",earthquake,1.5,1.9,,,reviewed,ok,ok
2018-09-13T17:29:30.770Z,38.3391,-96.8383,5,2.6,mb_lg,,156,0.781,0.42,us,us2000he2a,2018-11-21T18:19:10.040Z,"15km E of Marion, Kansas",earthquake,2.3,2,0.104,24,reviewed,us,us
2018-09-13T07:43:31.750Z,37.3406,-97.9786,5.3,3.1,mb_lg,,78,0.045,0.27,us,us2000hdv1,2018-11-21T18:19:10.040Z,"7km NE of Harper, Kansas",earthquake,1.9,2.3,0.046,122,reviewed,us,us
2018-09-13T06:27:40.520Z,33.9026667,-82.2683333,0.08,2.57,md,19,52,0.3281,0.13,se,se60064123,2018-12-12T09:46:19.303Z,"2km ESE of McCormick, South Carolina",earthquake,0.36,1.74,0.063,12,reviewed,se,se
2018-09-13T00:31:35.610Z,32.4663333,-115.565,15.32,2.84,ml,31,105,0.1936,0.25,ci,ci38058223,2018-10-23T16:20:11.367Z,"13km S of Progreso, B.C., MX",earthquake,0.38,0.79,0.215,73,reviewed,ci,ci
2018-09-12T23:41:40.100Z,35.9611,-97.236,5.766,2.6,ml,,21,,0.21,us,us2000hdrs,2018-11-21T18:19:10.040Z,"2km NE of Langston, Oklahoma",earthquake,0.6,3.6,,,reviewed,ok,ok
2018-09-12T20:32:25.400Z,33.4896667,-116.8025,2.83,2.53,ml,100,15,0.02271,0.22,ci,ci38057983,2018-10-23T16:12:47.528Z,"8km NE of Aguanga, CA",earthquake,0.13,0.42,0.213,25,reviewed,ci,ci
2018-09-12T15:13:09.140Z,31.5816667,-114.401,8.65,3.45,ml,10,125,0.6652,0.11,ci,ci38057687,2018-11-21T18:19:09.040Z,"89km SE of Estacion Coahuila, B.C., MX",earthquake,0.47,2.21,0.162,30,reviewed,ci,ci
2018-09-12T05:34:26.620Z,38.7653333,-112.7343333,-0.02,3.82,ml,34,47,0.2645,0.26,uu,uu60296322,2018-11-21T18:19:09.040Z,"42km WSW of Fillmore, Utah",earthquake,0.44,2.34,0.179,29,reviewed,uu,uu
2018-09-12T04:35:06.180Z,31.8921,-94.3874,5,2.5,mb_lg,,94,0.267,0.63,us,us2000hd8u,2018-11-21T18:19:09.040Z,"1km SSE of Timpson, Texas",earthquake,2.9,2,0.361,2,reviewed,us,us
2018-09-11T23:09:59.360Z,31.5213333,-115.5978333,10.84,2.71,ml,10,105,0.2052,0.07,ci,ci38057191,2018-10-23T16:11:18.191Z,"88km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.46,1.01,0.135,39,reviewed,ci,ci
2018-09-11T16:11:29.400Z,36.2153,-97.5688,6.708,3.3,ml,,23,,0.12,us,us2000hcrq,2018-11-21T18:19:09.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.2,5.9,,,reviewed,ok,ok
2018-09-11T16:10:58.300Z,36.2159,-97.5703,6.105,2.6,ml,,28,,0.16,us,us2000hcrm,2018-11-21T18:19:09.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.3,0.6,,,reviewed,ok,ok
2018-09-11T13:30:53.520Z,44.8608333,-110.4288333,10.65,2.85,ml,30,81,0.1196,0.21,uu,uu60296242,2018-11-21T18:19:09.040Z,"55km NE of Old Faithful Geyser, Wyoming",earthquake,0.47,0.65,0.411,7,reviewed,uu,uu
2018-09-10T20:39:13.540Z,43.5514,-105.1563,0,3.3,ml,,178,1.346,0.91,us,us2000hgse,2018-11-21T18:19:14.040Z,"Wyoming",mining explosion,2.2,1.9,0.055,62,reviewed,us,us
2018-09-10T20:06:34.590Z,43.7001,-105.3725,0,3.5,ml,,128,1.053,0.76,us,us2000hc2p,2018-11-21T18:19:08.040Z,"Wyoming",mining explosion,8.7,1.7,0.048,80,reviewed,us,us
2018-09-10T18:17:53.970Z,36.8472,-97.6957,7.6,2.5,ml,,74,0.131,0.36,us,us1000hrdl,2018-11-21T18:19:07.040Z,"5km NE of Medford, Oklahoma",earthquake,1.1,3.1,0.239,25,reviewed,ok,ok
2018-09-10T07:51:01.900Z,35.0709,-95.6841,2.44,2.7,ml,,46,,0.99,us,us2000hbt5,2018-11-21T18:19:08.040Z,"16km N of Krebs, Oklahoma",earthquake,2.2,5.5,,,reviewed,ok,ok
2018-09-09T23:07:27.900Z,35.0811,-95.6826,4.061,2.6,ml,,46,,1.06,us,us2000hbmk,2018-11-09T21:54:55.040Z,"17km N of Krebs, Oklahoma",earthquake,1.3,4.8,,,reviewed,ok,ok
2018-09-09T13:21:20.790Z,31.2365,-115.6705,12.13,3.43,ml,5,202,0.1824,0.09,ci,ci38054071,2018-10-23T16:09:41.632Z,"100km ESE of Maneadero, B.C., MX",earthquake,0.85,0.46,0.158,174,reviewed,ci,ci
2018-09-09T12:55:44.500Z,48.275,-123.0391667,23.09,3.26,ml,48,45,0.2016,0.24,uw,uw61426956,2018-11-19T11:32:59.696Z,"22km NNE of Sequim, Washington",earthquake,0.31,0.94,0.217,34,reviewed,uw,uw
2018-09-09T07:38:52.500Z,35.0798,-95.6806,3.663,2.5,ml,,123,,0.39,us,us2000hbeh,2018-11-09T21:54:52.040Z,"17km N of Krebs, Oklahoma",earthquake,2.1,5.4,,,reviewed,ok,ok
2018-09-09T03:00:04.400Z,34.8306667,-85.2381667,9.95,2.64,md,16,86,0.1708,0.07,se,se60213427,2018-11-09T21:54:50.040Z,"6km SE of Chickamauga, Georgia",earthquake,0.21,0.49,0.079,13,reviewed,se,se
2018-09-09T02:01:48.100Z,36.4929,-98.7245,7.635,2.9,ml,,50,,0.38,us,us2000hbbd,2018-11-09T21:54:50.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.5,3.8,,,reviewed,ok,ok
2018-09-09T01:52:21.500Z,36.4902,-98.723,6.798,2.6,ml,,50,,0.49,us,us2000he1n,2018-11-09T21:54:56.040Z,"32km NW of Fairview, Oklahoma",earthquake,2.1,4.5,,,reviewed,ok,ok
2018-09-09T01:48:38.500Z,36.489,-98.7253,7.712,3.5,ml,,49,,0.34,us,us2000hbb0,2018-11-09T21:54:49.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.3,5.3,,,reviewed,ok,ok
2018-09-09T00:01:06.500Z,35.0948,-95.6939,0.106,2.6,ml,,69,,0.28,us,us2000hb9l,2018-11-09T21:54:49.040Z,"18km N of Krebs, Oklahoma",earthquake,1.8,0.4,,,reviewed,ok,ok
2018-09-08T23:10:32.680Z,36.5018333,-89.5551667,9.39,2.68,md,56,34,0.03858,0.11,nm,nm60213407,2018-11-09T21:54:49.040Z,"9km SSW of New Madrid, Missouri",earthquake,0.16,0.34,0.213,43,reviewed,nm,nm
2018-09-08T21:22:23.560Z,42.6355,-111.4818,10.21,3,ml,,50,0.305,0.43,us,us2000hb70,2018-11-09T21:53:54.040Z,"10km ESE of Soda Springs, Idaho",earthquake,2.1,11.2,0.046,62,reviewed,us,us
2018-09-08T21:04:53.800Z,36.7043,-97.6659,5.913,2.7,ml,,51,,0.27,us,us2000hb6s,2018-11-09T21:54:48.040Z,"12km SSE of Medford, Oklahoma",earthquake,1.1,4.2,,,reviewed,ok,ok
2018-09-08T20:06:54.190Z,37.8046667,-122.2133333,5.18,2.82,md,93,30,0.0373,0.09,nc,nc73082525,2019-01-31T04:11:56.855Z,"2km NE of Oakland, CA",earthquake,0.09,0.2,0.179,100,reviewed,nc,nc
2018-09-08T17:27:52.809Z,39.1329,-116.0958,1.2,3,ml,16,73.09,0.88,0.2138,nn,nn00655590,2018-11-09T21:54:46.040Z,"43km SSW of Eureka, Nevada",earthquake,,2.9,0.35,5,reviewed,nn,nn
2018-09-08T14:36:33.400Z,36.4603,-98.7576,7.664,3.5,mwr,,34,,0.89,us,us2000hb2a,2018-11-09T21:53:49.040Z,"32km NW of Fairview, Oklahoma",earthquake,3,6.1,,16,reviewed,ok,slm
2018-09-08T14:17:50.380Z,42.2935,-124.6693333,21.05,2.76,ml,9,264,0.2409,0.12,uw,uw61426681,2018-11-09T21:54:45.040Z,"23km WSW of Gold Beach, Oregon",earthquake,0.88,0.33,0.265,9,reviewed,uw,uw
2018-09-08T13:24:56.160Z,31.8488333,-117.1963333,26.1,3.75,mw,24,271,0.453,0.24,ci,ci38052847,2018-11-09T21:54:44.040Z,"49km W of El Sauzal, B.C., MX",earthquake,0.96,0.43,,4,reviewed,ci,ci
2018-09-08T13:21:33.540Z,41.3715,-100.1257,5,2.6,mb_lg,,61,0.031,0.86,us,us2000hb0r,2018-11-09T21:54:43.040Z,"34km ESE of Stapleton, Nebraska",earthquake,1.5,2,0.065,61,reviewed,us,us
2018-09-08T12:49:37.600Z,36.4824,-97.7374,5.709,2.5,ml,,35,,0.44,us,us2000hb09,2018-11-09T21:54:43.040Z,"15km NE of Enid, Oklahoma",earthquake,1.4,5.9,,,reviewed,ok,ok
2018-09-08T08:40:05.100Z,35.0783,-95.6837,3.547,2.5,ml,,55,,0.45,us,us2000hay7,2018-11-09T21:54:42.040Z,"16km N of Krebs, Oklahoma",earthquake,2.6,6.1,,,reviewed,ok,ok
2018-09-08T08:00:40.050Z,36.1525,-120.0641667,9.46,2.82,md,100,41,0.09843,0.14,nc,nc73082280,2018-09-11T00:40:03.419Z,"7km SSE of Huron, CA",earthquake,0.24,0.32,0.132,71,reviewed,nc,nc
2018-09-08T07:37:59.840Z,37.201,-97.772,6.27,2.8,ml,,119,0.049,0.24,us,us2000haxq,2018-11-09T21:54:42.040Z,"23km ENE of Anthony, Kansas",earthquake,1.4,3.3,0.133,12,reviewed,ismp,ismp
2018-09-08T06:23:24.870Z,37.1983,-97.7742,6.46,3.7,mb,,117,0.046,0.2,us,us2000haw4,2018-11-09T21:53:50.040Z,"23km ENE of Anthony, Kansas",earthquake,1.1,1.6,0.226,5,reviewed,ismp,us
2018-09-08T06:02:14.200Z,35.3747,-98.1213,7.903,2.8,ml,,54,,0.48,us,us2000haup,2018-11-09T21:54:42.040Z,"16km W of Union City, Oklahoma",earthquake,1.7,5.2,,,reviewed,ok,ok
2018-09-08T05:39:35.140Z,34.4358333,-116.899,2.5,3,ml,99,29,0.05767,0.13,ci,ci38052575,2019-01-30T03:07:23.280Z,"6km E of Lucerne Valley, CA",earthquake,0.08,0.44,0.157,203,reviewed,ci,ci
2018-09-08T05:28:21.430Z,47.2811,-113.1663,22.11,2.5,ml,,51,0.245,0.81,us,us2000hb1s,2018-11-09T21:54:02.040Z,"26km ENE of Seeley Lake, Montana",earthquake,4.6,2.4,0.074,24,reviewed,us,us
2018-09-07T22:21:04.420Z,41.3373,-100.0684,8.44,2.5,mb_lg,,63,0.023,0.52,us,us2000hb5u,2018-11-09T21:54:47.040Z,"36km W of Broken Bow, Nebraska",earthquake,3.1,8.4,0.124,17,reviewed,us,us
2018-09-07T19:35:50.950Z,37.3784,-98.0295,5,2.6,mb_lg,,138,0.084,0.89,us,us2000ham7,2018-11-09T21:54:05.040Z,"10km N of Harper, Kansas",earthquake,1.7,1.6,0.295,5,reviewed,us,us
2018-09-07T15:30:47.290Z,37.4713333,-121.821,6.96,2.8,md,98,31,0.02456,0.08,nc,nc73082050,2018-09-10T18:03:34.407Z,"9km ENE of Milpitas, CA",earthquake,0.08,0.18,0.135,113,reviewed,nc,nc
2018-09-07T10:51:21.270Z,33.4806667,-116.7993333,2.08,2.6,ml,113,21,0.0254,0.22,ci,ci38050951,2018-10-23T16:03:08.866Z,"7km NE of Aguanga, CA",earthquake,0.11,0.23,0.134,141,reviewed,ci,ci
2018-09-07T10:45:38.640Z,33.4828333,-116.8026667,1.94,3.21,ml,133,21,0.02256,0.23,ci,ci38050879,2018-11-09T21:54:37.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.23,0.136,290,reviewed,ci,ci
2018-09-07T06:58:55.210Z,40.3866667,-124.9291667,9.97,2.53,md,34,256,0.4603,0.19,nc,nc73081860,2018-09-08T01:34:07.935Z,"55km W of Petrolia, CA",earthquake,0.94,1.45,0.191,28,reviewed,nc,nc
2018-09-06T20:03:34.870Z,43.7741,-105.3675,0,3.3,ml,,93,1.022,1.04,us,us2000h9ry,2018-11-09T21:54:35.040Z,"Wyoming",mining explosion,5.8,1.8,0.05,80,reviewed,us,us
2018-09-06T15:30:20.610Z,39.0388,-96.8323,1.49,2.7,mb_lg,,121,0.184,0.36,us,us2000h9dk,2018-11-09T21:54:33.040Z,"1km N of Junction City, Kansas",earthquake,2,7.3,0.061,69,reviewed,us,us
2018-09-06T10:50:05.710Z,33.4845,-116.8006667,2.14,2.6,ml,82,35,0.02142,0.21,ci,ci38049511,2018-10-23T16:34:53.330Z,"8km NE of Aguanga, CA",earthquake,0.17,0.33,0.164,26,reviewed,ci,ci
2018-09-06T10:14:33.500Z,33.4826667,-116.8013333,1.83,2.88,ml,123,15,0.023,0.21,ci,ci38049335,2018-10-23T16:06:11.853Z,"7km NE of Aguanga, CA",earthquake,0.12,0.28,0.15,27,reviewed,ci,ci
2018-09-06T09:59:17.980Z,33.483,-116.8005,1.45,2.91,ml,135,16,0.02288,0.23,ci,ci38049239,2018-10-23T16:34:17.186Z,"8km NE of Aguanga, CA",earthquake,0.11,0.22,0.134,263,reviewed,ci,ci
2018-09-06T08:17:56.600Z,35.9593,-97.2271,5.432,2.7,ml,,20,,0.25,us,us2000h974,2018-11-09T21:54:32.040Z,"2km ENE of Langston, Oklahoma",earthquake,1.5,1.5,,,reviewed,ok,ok
2018-09-06T06:40:54.300Z,36.441,-96.9714,4.468,2.8,ml,,39,,0.14,us,us2000h961,2018-11-09T21:54:31.040Z,"18km NW of Pawnee, Oklahoma",earthquake,1.1,2.4,,,reviewed,ok,ok
2018-09-05T20:16:23.480Z,43.887,-105.2716,0,3.3,ml,,88,0.922,0.97,us,us2000h8y1,2018-11-09T21:54:29.040Z,"Wyoming",mining explosion,3.6,1.7,0.05,76,reviewed,us,us
2018-09-05T20:00:29.990Z,43.5872,-105.172,0,3.4,ml,,81,0.98,0.96,us,us2000hgji,2018-11-09T21:54:56.040Z,"Wyoming",mining explosion,4.9,1.2,0.05,72,reviewed,us,us
2018-09-04T20:09:00.850Z,45.1557,-106.9688,0,2.7,ml,,86,1.619,1.35,us,us2000hdh2,2018-11-09T21:54:55.040Z,"eastern Montana",mining explosion,4.6,1.8,0.057,40,reviewed,us,us
2018-09-04T18:02:50.210Z,43.7666,-105.4375,0,3.4,ml,,92,1.072,0.91,us,us2000h8b7,2018-11-09T21:54:23.040Z,"Wyoming",mining explosion,5.2,1.8,0.037,94,reviewed,us,us
2018-09-04T17:03:29.034Z,36.7173,-116.0686,6.4,2.6,ml,59,29.38,0.031,0.2181,nn,nn00654658,2018-11-09T21:54:22.040Z,"56km N of Pahrump, Nevada",earthquake,,0.5,0.26,33,reviewed,nn,nn
2018-09-04T15:06:46.490Z,31.9613,-94.4343,5,3.5,mwr,,73,1.168,0.29,us,us2000h85v,2018-11-09T21:54:21.040Z,"7km NNW of Timpson, Texas",earthquake,2.3,2,,13,reviewed,us,slm
2018-09-04T09:49:11.000Z,37.1305,-121.532,6.86,2.52,md,78,58,0.07552,0.06,nc,nc73080410,2018-09-04T22:08:03.016Z,"9km NE of San Martin, CA",earthquake,0.12,0.4,0.174,98,reviewed,nc,nc
2018-09-03T23:50:18.380Z,31.1244,-103.2168,5,2.6,mb_lg,,52,0.223,0.32,us,us2000h7eg,2018-11-09T21:54:18.040Z,"41km NW of Fort Stockton, Texas",earthquake,1.1,1.8,0.161,11,reviewed,us,us
2018-09-03T23:48:18.460Z,31.1359,-103.2309,5,2.9,mb_lg,,53,0.229,0.36,us,us2000h7ef,2018-11-09T21:54:18.040Z,"40km SE of Pecos, Texas",earthquake,1.4,1.8,0.295,4,reviewed,us,us
2018-09-03T23:46:49.930Z,31.1396,-103.2517,5,3,mb_lg,,53,0.227,0.64,us,us2000h7e7,2018-11-09T21:54:17.040Z,"38km SE of Pecos, Texas",earthquake,1.2,1.8,0.07,67,reviewed,us,us
2018-09-03T08:45:09.520Z,34.2335,-116.917,7.94,2.66,ml,108,33,0.0289,0.13,ci,ci38045719,2018-10-23T16:03:39.087Z,"1km SSW of Big Bear Lake, CA",earthquake,0.1,0.33,0.166,24,reviewed,ci,ci
2018-09-03T02:10:12.290Z,37.4673333,-121.8196667,7.79,3.4,mw,129,32,0.02155,0.12,nc,nc73079795,2019-01-16T13:34:52.455Z,"9km ENE of Milpitas, CA",earthquake,0.09,0.25,,4,reviewed,nc,nc
2018-09-02T21:09:12.010Z,38.8839,-107.3943,2.66,2.9,ml,,64,0.439,0.92,us,us2000h6y1,2018-11-07T18:37:09.040Z,"17km E of Paonia, Colorado",rock burst,2.8,5.5,0.03,142,reviewed,us,us
2018-09-02T15:51:46.130Z,38.8121667,-122.8263333,2.62,2.84,md,66,21,0.003974,0.06,nc,nc73079615,2018-09-11T02:04:02.933Z,"7km WNW of The Geysers, CA",earthquake,0.12,0.19,0.212,67,reviewed,nc,nc
2018-09-02T11:40:35.510Z,36.6525,-121.266,2.09,2.51,md,54,70,0.05709,0.04,nc,nc73079465,2018-09-05T00:57:04.801Z,"16km SSE of Tres Pinos, CA",earthquake,0.11,0.69,0.157,73,reviewed,nc,nc
2018-09-02T05:02:38.190Z,37.3509,-97.9782,5.11,2.7,mb_lg,,132,0.055,0.13,us,us2000h6sb,2018-11-07T18:37:09.040Z,"8km NNE of Harper, Kansas",earthquake,1.4,2.9,0.051,101,reviewed,us,us
2018-09-02T02:11:40.360Z,36.5621667,-121.0736667,6.78,2.51,md,48,52,0.03192,0.08,nc,nc73079270,2018-09-05T00:27:30.805Z,"7km ENE of Pinnacles, CA",earthquake,0.15,0.37,0.179,63,reviewed,nc,nc
